date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:10:55	1467/1467	---MCZ	200	added ('OK')	application/xml	date:Sat,%2001%20Jun%202024%2014:40:55%20GMT	https://commentactiverwindows.wordpress.com/osd.xml	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/osd.xml	(from https://commentactiverwindows.wordpress.com/)
20:10:56	13065/13065	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660a8ddd-3309%22	https://0.gravatar.com/js/hovercards/hovercards.min.js?ver=2024224d47d929f88574eb4a47e5b1778b683b87e7f6078bb6a33f34c1178752e83406	C:/My%20Web%20Sites/Windows7-Guide/0.gravatar.com/js/hovercards/hovercards.min47d9.js	(from https://commentactiverwindows.wordpress.com/)
20:10:56	655/655	---MCZ	200	added ('OK')	application/javascript	etag:W/1125-1684460866104.371	https://s2.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1610363240i	C:/My%20Web%20Sites/Windows7-Guide/s2.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohoe8bd.js	(from https://commentactiverwindows.wordpress.com/)
20:10:56	185056/185056	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2014:40:56%20GMT	https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-ma-webcam-sur-windows-7/	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/2022/12/06/comment-activer-ma-webcam-sur-windows-7/index.html	(from https://commentactiverwindows.wordpress.com/)
20:10:57	185703/185703	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2014:40:56%20GMT	https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-bluetooth-windows-7/	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/2022/12/06/comment-activer-bluetooth-windows-7/index.html	(from https://commentactiverwindows.wordpress.com/)
20:10:57	81106/81106	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Jun%202024%2014:40:57%20GMT	https://commentactiverwindows.wordpress.com/GET	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/GET	(from https://commentactiverwindows.wordpress.com/)
20:10:57	8203/8203	---M--	200	added ('OK')	image/png	etag:%22650e162d-200b%22	https://s2.wp.com/i/logo/wpcom-gray-white.png	C:/My%20Web%20Sites/Windows7-Guide/s2.wp.com/i/logo/wpcom-gray-white.png	(from https://commentactiverwindows.wordpress.com/)
20:10:58	189641/189641	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2014:40:57%20GMT	https://commentactiverwindows.wordpress.com/2022/12/04/defender/	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/2022/12/04/defender/index.html	(from https://commentactiverwindows.wordpress.com/)
20:10:58	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Jun%202024%2014:40:58%20GMT	https://commentactiverwindows.wordpress.com/wp-admin/site-editor.php?postType=wp_template&postId=pub/muscat//index	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/wp-admin/site-editord97b.php	(from https://commentactiverwindows.wordpress.com/)
20:10:58	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Jun%202024%2014:40:58%20GMT	https://commentactiverwindows.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fcommentactiverwindows.wordpress.com%2Fwp-admin%2Fsite-editor.php%3FpostType%3Dwp_template%26postId%3Dpub%2Fmuscat%2F%2Findex&reauth=1	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/wp-login7266.php	(from https://commentactiverwindows.wordpress.com/)
20:10:59	15504/15504	---MCZ	200	added ('OK')	text/css	etag:W/18324-1705283922291.6384	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.css?v=20240115	C:/My%20Web%20Sites/Windows7-Guide/s0.wp.com/wp-content/mu-plugins/actionbar/actionbarf84d.css	(from https://commentactiverwindows.wordpress.com/)
20:10:59	8426/8426	---MCZ	200	added ('OK')	application/javascript	etag:W/15307-1700657605752.4011	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.js?v=20231122	C:/My%20Web%20Sites/Windows7-Guide/s0.wp.com/wp-content/mu-plugins/actionbar/actionbar4dc1.js	(from https://commentactiverwindows.wordpress.com/)
20:11:00	17026/17026	---MCZ	200	added ('OK')	application/javascript	etag:W/%226643db9f-4282%22	https://s1.wp.com/_static/??/wp-content/blog-plugins/wordads-classes/js/watl.js,/wp-content/mu-plugins/widgets/eu-cookie-law/templates/eu-cookie-law.js?m=1715723159j	C:/My%20Web%20Sites/Windows7-Guide/s1.wp.com/_static/indexd98a.html	(from https://commentactiverwindows.wordpress.com/)
20:11:00	12788/12788	---MCZ	200	added ('OK')	application/javascript	etag:W/12827-1705538370238.4058	http://stats.wp.com/w.js?67	C:/My%20Web%20Sites/Windows7-Guide/stats.wp.com/w735b.js	(from https://commentactiverwindows.wordpress.com/)
20:11:00	886/886	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2001%20Jun%202024%2014:40:59%20GMT	https://commentactiverwindows.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://commentactiverwindows.wordpress.com/)
20:11:00	43/43	---M--	200	added ('OK')	image/gif	date:Sat,%2001%20Jun%202024%2014:41:00%20GMT	https://pixel.wp.com/b.gif?v=noscript	C:/My%20Web%20Sites/Windows7-Guide/pixel.wp.com/b0b80.gif	(from https://commentactiverwindows.wordpress.com/)
20:11:01	5659/5659	---MCZ	200	added ('OK')	application/javascript	etag:W/%226554fa54-161b%22	https://commentactiverwindows.wordpress.com/wp-content/js/bilmur.min.js?i=11&m=202422	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/wp-content/js/bilmur.min60b2.js	(from https://commentactiverwindows.wordpress.com/)
20:11:01	347/347	---MCZ	200	added ('OK')	text/plain	date:Sat,%2001%20Jun%202024%2014:41:01%20GMT	https://s1.wp.com/robots.txt		(from https://commentactiverwindows.wordpress.com/)
20:11:02	3524/3524	---MCZ	200	added ('OK')	text/css	etag:W/3524-1716578174686.0278	https://s0.wp.com/wp-content/plugins/gutenberg-core/v18.4.1/build/block-library/common.css?m=1716578158i&cssminify=yes	C:/My%20Web%20Sites/Windows7-Guide/s0.wp.com/wp-content/plugins/gutenberg-core/v18.4.1/build/block-library/common7204.css	(from https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-ma-webcam-sur-windows-7/)
20:11:02	26549/26549	---MCZ	200	added ('OK')	text/css	etag:W/26603-1709133885807.0186	https://s1.wp.com/wp-content/mu-plugins/jetpack-mu-wpcom-plugin/sun/vendor/automattic/jetpack-mu-wpcom/src/build/verbum-comments/verbum-comments.css?m=1709133875i&cssminify=yes	C:/My%20Web%20Sites/Windows7-Guide/s1.wp.com/wp-content/mu-plugins/jetpack-mu-wpcom-plugin/sun/vendor/automattic/jetpack-mu-wpcom/src/build/verbum-comments/verbum-commentsf66a.css	(from https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-ma-webcam-sur-windows-7/)
20:11:02	1015/1015	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22b0f8616589afae1b84a423cd62c9c1c4%22	https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-ma-webcam-sur-windows-7/feed/	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/2022/12/06/comment-activer-ma-webcam-sur-windows-7/feed/index.html	(from https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-ma-webcam-sur-windows-7/)
20:11:02	298169/298169	---MCZ	200	added ('OK')	text/css	etag:W/298275-1717067647299.0889	https://widgets.wp.com/verbum-block-editor/block-editor.css?ver=1717067639	C:/My%20Web%20Sites/Windows7-Guide/widgets.wp.com/verbum-block-editor/block-editor474e.css	(from https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-ma-webcam-sur-windows-7/)
20:11:03	81157/81157	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Jun%202024%2014:41:02%20GMT	https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-ma-webcam-sur-windows-7/GET	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/2022/12/06/comment-activer-ma-webcam-sur-windows-7/GET	(from https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-ma-webcam-sur-windows-7/)
20:11:03	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Jun%202024%2014:41:03%20GMT	https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-ma-webcam-sur-windows-7/?share=twitter	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/2022/12/06/comment-activer-ma-webcam-sur-windows-7/index9a7b.html	(from https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-ma-webcam-sur-windows-7/)
20:11:03	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Jun%202024%2014:41:03%20GMT	https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-ma-webcam-sur-windows-7/?share=facebook	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/2022/12/06/comment-activer-ma-webcam-sur-windows-7/index5a58.html	(from https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-ma-webcam-sur-windows-7/)
20:11:03	87897/87897	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2014:41:03%20GMT	https://commentactiverwindows.wordpress.com/category/uncategorized/	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/category/uncategorized/index.html	(from https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-ma-webcam-sur-windows-7/)
20:11:03	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Jun%202024%2014:41:03%20GMT	https://commentactiverwindows.wordpress.com/wp-admin/site-editor.php?postType=wp_template&postId=pub/muscat//single	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/wp-admin/site-editor.169292.delayed	(from https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-ma-webcam-sur-windows-7/)
20:11:04	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Jun%202024%2014:41:04%20GMT	https://commentactiverwindows.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fcommentactiverwindows.wordpress.com%2Fwp-admin%2Fsite-editor.php%3FpostType%3Dwp_template%26postId%3Dpub%2Fmuscat%2F%2Fsingle&reauth=1	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/wp-loginf132.php	(from https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-ma-webcam-sur-windows-7/)
20:11:05	7035/7035	---MCZ	200	added ('OK')	text/css	etag:W/7049-1716578174539.5413	https://s2.wp.com/wp-content/plugins/gutenberg-core/v18.4.1/build/block-library/blocks/image/style.css?m=1716578158i&cssminify=yes	C:/My%20Web%20Sites/Windows7-Guide/s2.wp.com/wp-content/plugins/gutenberg-core/v18.4.1/build/block-library/blocks/image/style7204.css	(from https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-bluetooth-windows-7/)
20:11:05	1003/1003	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2278fbf75421d236848676aeb964a94432%22	https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-bluetooth-windows-7/feed/	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/2022/12/06/comment-activer-bluetooth-windows-7/feed/index.html	(from https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-bluetooth-windows-7/)
20:11:05	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2001%20Jun%202024%2014:41:05%20GMT	https://commentactiverbluetoothwindows7.files.wordpress.com/2022/12/screenshot_14.png?w=1024	C:/My%20Web%20Sites/Windows7-Guide/commentactiverbluetoothwindows7.files.wordpress.com/2022/12/screenshot_14.192dff.delayed	(from https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-bluetooth-windows-7/)
20:11:07	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2001%20Jun%202024%2014:41:07%20GMT	https://commentactiverbluetoothwindows7.files.wordpress.com/2022/12/screenshot_15.png?w=593	C:/My%20Web%20Sites/Windows7-Guide/commentactiverbluetoothwindows7.files.wordpress.com/2022/12/screenshot_154999.png	(from https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-bluetooth-windows-7/)
20:11:07	556924/556924	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Dec%202022%2011:43:52%20GMT	https://commentactiverbluetoothwindows7.wordpress.com/wp-content/uploads/2022/12/screenshot_14.png?w=1024	C:/My%20Web%20Sites/Windows7-Guide/commentactiverbluetoothwindows7.wordpress.com/wp-content/uploads/2022/12/screenshot_142dff.png	(from https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-bluetooth-windows-7/)
20:11:08	240009/240009	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Dec%202022%2011:45:14%20GMT	https://commentactiverbluetoothwindows7.wordpress.com/wp-content/uploads/2022/12/screenshot_15.png?w=593	C:/My%20Web%20Sites/Windows7-Guide/commentactiverbluetoothwindows7.wordpress.com/wp-content/uploads/2022/12/screenshot_154999.png	(from https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-bluetooth-windows-7/)
20:11:08	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Jun%202024%2014:41:08%20GMT	https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-bluetooth-windows-7/?share=twitter	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/2022/12/06/comment-activer-bluetooth-windows-7/index9a7b.html	(from https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-bluetooth-windows-7/)
20:11:08	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Jun%202024%2014:41:08%20GMT	https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-bluetooth-windows-7/?share=facebook	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/2022/12/06/comment-activer-bluetooth-windows-7/index5a58.html	(from https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-bluetooth-windows-7/)
20:11:09	81153/81153	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Jun%202024%2014:41:08%20GMT	https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-bluetooth-windows-7/GET	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/2022/12/06/comment-activer-bluetooth-windows-7/GET.1d.delayed	(from https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-bluetooth-windows-7/)
20:11:09	0/-1	---M--	302	error ('')			https://commentactiverwindows.wordpress.com/wp-admin/site-editor.php?postType=wp_template&postId=pub/muscat//single	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/wp-admin/site-editor.1e9292.delayed	(from https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-bluetooth-windows-7/)
20:11:09	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Jun%202024%2014:41:09%20GMT	https://commentactiverwindows.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fcommentactiverwindows.wordpress.com%2Fwp-admin%2Fsite-editor.php%3FpostType%3Dwp_template%26postId%3Dpub%2Fmuscat%2F%2Fsingle&reauth=1	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/wp-loginf132.php	(from https://commentactiverwindows.wordpress.com/2022/12/06/comment-activer-bluetooth-windows-7/)
20:11:10	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2001%20Jun%202024%2014:41:09%20GMT	https://hehe80.files.wordpress.com/2022/12/screenshot_7.png?w=560	C:/My%20Web%20Sites/Windows7-Guide/hehe80.files.wordpress.com/2022/12/screenshot_7.20a45e.delayed	(from https://commentactiverwindows.wordpress.com/2022/12/04/defender/)
20:11:10	946/946	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%227a75d2d901c3ef34d406f9a2fbc00139%22	https://commentactiverwindows.wordpress.com/2022/12/04/defender/feed/	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/2022/12/04/defender/feed/index.html	(from https://commentactiverwindows.wordpress.com/2022/12/04/defender/)
20:11:10	65844/65844	---M--	200	added ('OK')	image/png	date:Sun,%2004%20Dec%202022%2010:44:53%20GMT	https://hehe80.wordpress.com/wp-content/uploads/2022/12/screenshot_7.png?w=560	C:/My%20Web%20Sites/Windows7-Guide/hehe80.wordpress.com/wp-content/uploads/2022/12/screenshot_7a45e.png	(from https://commentactiverwindows.wordpress.com/2022/12/04/defender/)
20:11:11	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2001%20Jun%202024%2014:41:11%20GMT	https://hehe80.files.wordpress.com/2022/12/screenshot_8.png?w=556	C:/My%20Web%20Sites/Windows7-Guide/hehe80.files.wordpress.com/2022/12/screenshot_8.23c3f8.delayed	(from https://commentactiverwindows.wordpress.com/2022/12/04/defender/)
20:11:11	25294/25294	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Mar%202023%2023:16:13%20GMT	https://www.wintips.org/wp-content/uploads/2013/02/image_thumb86.png	C:/My%20Web%20Sites/Windows7-Guide/www.wintips.org/wp-content/uploads/2013/02/image_thumb86.png	(from https://commentactiverwindows.wordpress.com/2022/12/04/defender/)
20:11:12	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2001%20Jun%202024%2014:41:12%20GMT	https://hehe80.files.wordpress.com/2022/12/screenshot_9.png?w=985	C:/My%20Web%20Sites/Windows7-Guide/hehe80.files.wordpress.com/2022/12/screenshot_9.25023f.delayed	(from https://commentactiverwindows.wordpress.com/2022/12/04/defender/)
20:11:12	270158/270158	---M--	200	added ('OK')	image/png	date:Sun,%2004%20Dec%202022%2010:45:38%20GMT	https://hehe80.wordpress.com/wp-content/uploads/2022/12/screenshot_8.png?w=556	C:/My%20Web%20Sites/Windows7-Guide/hehe80.wordpress.com/wp-content/uploads/2022/12/screenshot_8c3f8.png	(from https://commentactiverwindows.wordpress.com/2022/12/04/defender/)
20:11:13	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2001%20Jun%202024%2014:41:13%20GMT	https://hehe80.files.wordpress.com/2022/12/screenshot_10.png?w=979	C:/My%20Web%20Sites/Windows7-Guide/hehe80.files.wordpress.com/2022/12/screenshot_10.271079.delayed	(from https://commentactiverwindows.wordpress.com/2022/12/04/defender/)
20:11:13	249993/249993	---M--	200	added ('OK')	image/png	date:Sun,%2004%20Dec%202022%2010:46:19%20GMT	https://hehe80.wordpress.com/wp-content/uploads/2022/12/screenshot_9.png?w=985	C:/My%20Web%20Sites/Windows7-Guide/hehe80.wordpress.com/wp-content/uploads/2022/12/screenshot_9023f.png	(from https://commentactiverwindows.wordpress.com/2022/12/04/defender/)
20:11:15	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2001%20Jun%202024%2014:41:14%20GMT	https://hehe80.files.wordpress.com/2022/12/screenshot_11.png?w=1001	C:/My%20Web%20Sites/Windows7-Guide/hehe80.files.wordpress.com/2022/12/screenshot_11.29cd1b.delayed	(from https://commentactiverwindows.wordpress.com/2022/12/04/defender/)
20:11:15	223358/223358	---M--	200	added ('OK')	image/png	date:Sun,%2004%20Dec%202022%2010:47:30%20GMT	https://hehe80.wordpress.com/wp-content/uploads/2022/12/screenshot_10.png?w=979	C:/My%20Web%20Sites/Windows7-Guide/hehe80.wordpress.com/wp-content/uploads/2022/12/screenshot_101079.png	(from https://commentactiverwindows.wordpress.com/2022/12/04/defender/)
20:11:16	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2001%20Jun%202024%2014:41:16%20GMT	https://hehe80.files.wordpress.com/2022/12/screenshot_12.png?w=1015	C:/My%20Web%20Sites/Windows7-Guide/hehe80.files.wordpress.com/2022/12/screenshot_12e40a.png	(from https://commentactiverwindows.wordpress.com/2022/12/04/defender/)
20:11:16	393270/393270	---M--	200	added ('OK')	image/png	date:Sun,%2004%20Dec%202022%2010:48:18%20GMT	https://hehe80.wordpress.com/wp-content/uploads/2022/12/screenshot_11.png?w=1001	C:/My%20Web%20Sites/Windows7-Guide/hehe80.wordpress.com/wp-content/uploads/2022/12/screenshot_11cd1b.png	(from https://commentactiverwindows.wordpress.com/2022/12/04/defender/)
20:11:17	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2001%20Jun%202024%2014:41:17%20GMT	https://hehe80.files.wordpress.com/2022/12/screenshot_13.png?w=1013	C:/My%20Web%20Sites/Windows7-Guide/hehe80.files.wordpress.com/2022/12/screenshot_13.2da3ce.delayed	(from https://commentactiverwindows.wordpress.com/2022/12/04/defender/)
20:11:17	440146/440146	---M--	200	added ('OK')	image/png	date:Sun,%2004%20Dec%202022%2010:49:00%20GMT	https://hehe80.wordpress.com/wp-content/uploads/2022/12/screenshot_12.png?w=1015	C:/My%20Web%20Sites/Windows7-Guide/hehe80.wordpress.com/wp-content/uploads/2022/12/screenshot_12e40a.png	(from https://commentactiverwindows.wordpress.com/2022/12/04/defender/)
20:11:18	549803/549803	---M--	200	added ('OK')	image/png	date:Sun,%2004%20Dec%202022%2010:49:37%20GMT	https://hehe80.wordpress.com/wp-content/uploads/2022/12/screenshot_13.png?w=1013	C:/My%20Web%20Sites/Windows7-Guide/hehe80.wordpress.com/wp-content/uploads/2022/12/screenshot_13a3ce.png	(from https://commentactiverwindows.wordpress.com/2022/12/04/defender/)
20:11:19	81126/81126	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Jun%202024%2014:41:18%20GMT	https://commentactiverwindows.wordpress.com/2022/12/04/defender/GET	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/2022/12/04/defender/GET	(from https://commentactiverwindows.wordpress.com/2022/12/04/defender/)
20:11:19	0/-1	---M--	302	error ('')			https://commentactiverwindows.wordpress.com/wp-admin/site-editor.php?postType=wp_template&postId=pub/muscat//single	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/wp-admin/site-editor.309292.delayed	(from https://commentactiverwindows.wordpress.com/2022/12/04/defender/)
20:11:19	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Jun%202024%2014:41:19%20GMT	https://commentactiverwindows.wordpress.com/2022/12/04/defender/?share=twitter	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/2022/12/04/defender/index9a7b.html	(from https://commentactiverwindows.wordpress.com/2022/12/04/defender/)
20:11:19	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Jun%202024%2014:41:19%20GMT	https://commentactiverwindows.wordpress.com/2022/12/04/defender/?share=facebook	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/2022/12/04/defender/index5a58.html	(from https://commentactiverwindows.wordpress.com/2022/12/04/defender/)
20:11:19	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Jun%202024%2014:41:19%20GMT	https://commentactiverwindows.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fcommentactiverwindows.wordpress.com%2Fwp-admin%2Fsite-editor.php%3FpostType%3Dwp_template%26postId%3Dpub%2Fmuscat%2F%2Fsingle&reauth=1	C:/My%20Web%20Sites/Windows7-Guide/commentactiverwindows.wordpress.com/wp-loginf132.php	(from https://commentactiverwindows.wordpress.com/2022/12/04/defender/)
20:11:20	78949/78949	---M--	200	added ('OK')	image/gif	etag:%226466e555-13465%22	https://s0.wp.com/i/loading/dark-200.gif	C:/My%20Web%20Sites/Windows7-Guide/s0.wp.com/i/loading/dark-200.gif	(from https://s1.wp.com/wp-content/mu-plugins/jetpack-mu-wpcom-plugin/sun/vendor/automattic/jetpack-mu-wpcom/src/build/verbum-comments/verbum-comments.css?m=1709133875i&cssminify=yes)
